date,time,game_id,home,away,team,team_id,winner,player_id,first,last,X.,g,gs,mp,pts,fga,fgm,fg.,X3pa,X3pm,X3p.,fta,ftm,ft.,oreb,dreb,treb,ast,stl,blk,tov,pf
6/15/22,7:00 PM,1,EGN,CVN,Egan,EGN,CVN,stevepanos_01,Steve,Panos,0,1,,,8,7,4,0.571428571,0,0,,2,0,0,0,3,3,1,0,0,1,3
6/15/22,7:00 PM,1,EGN,CVN,Egan,EGN,CVN,masonsawyer_01,Mason,Sawyer,4,1,,,8,6,3,0.5,3,0,0,3,2,0.666666667,1,4,5,1,1,0,2,0
6/15/22,7:00 PM,1,EGN,CVN,Egan,EGN,CVN,drewlokeni_01,Drew,Lokeni,7,1,,,2,2,1,0.5,1,0,0,0,0,,0,5,5,0,0,0,0,3
6/15/22,7:00 PM,1,EGN,CVN,Egan,EGN,CVN,adamegan_01,Adam,Egan,13,1,,,6,5,3,0.6,1,0,0,0,0,,1,4,5,6,2,0,7,2
6/15/22,7:00 PM,1,EGN,CVN,Egan,EGN,CVN,rexsunderland_01,Rex,Sunderland,13,1,,,24,19,9,0.473684211,10,4,0.4,2,2,1,0,4,4,6,4,0,2,2
6/15/22,7:00 PM,1,EGN,CVN,Egan,EGN,CVN,wilcarter_01,Wil,Carter,15,1,,,17,16,7,0.4375,4,1,0.25,4,2,0.5,3,8,11,1,0,0,1,3
6/15/22,7:00 PM,1,EGN,CVN,Egan,EGN,CVN,tonyroberts_01,Tony,Roberts,21,1,,,9,11,4,0.363636364,5,1,0.2,0,0,,0,5,5,4,3,0,0,1
6/15/22,7:00 PM,1,EGN,CVN,Egan,EGN,CVN,casdonjardine_01,Casdon,Jardine,22,1,,,13,14,5,0.357142857,10,3,0.3,0,0,,0,3,3,1,1,2,3,2
6/15/22,7:00 PM,1,EGN,CVN,Egan,EGN,CVN,,,,Total:,,,,87,80,36,0.45,34,9,0.264705882,11,6,0.545454545,5,36,41,20,11,2,16,16
6/15/22,7:00 PM,1,EGN,CVN,Covington,CVN,CVN,nickcovington_01,Nick,Covington,2,1,,,5,8,2,0.25,4,1,0.25,0,0,,1,6,7,3,0,0,2,1
6/15/22,7:00 PM,1,EGN,CVN,Covington,CVN,CVN,maceaaustin_01,Macea,Austin,3,1,,,5,6,1,0.166666667,4,1,0.25,2,2,1,1,2,3,2,0,0,1,1
6/15/22,7:00 PM,1,EGN,CVN,Covington,CVN,CVN,jaxonpollard_01,Jaxon,Pollard,4,1,,,14,13,5,0.384615385,6,2,0.333333333,2,2,1,3,5,8,5,3,0,0,1
6/15/22,7:00 PM,1,EGN,CVN,Covington,CVN,CVN,alejandrovasquez_01,Alejandro,Vasquez,10,1,,,16,16,7,0.4375,7,2,0.285714286,2,0,0,1,5,6,5,2,1,4,2
6/15/22,7:00 PM,1,EGN,CVN,Covington,CVN,CVN,jaxonheiden_01,Jaxon,Heiden,14,1,,,4,2,1,0.5,0,0,,2,2,1,4,4,8,0,0,1,0,2
6/15/22,7:00 PM,1,EGN,CVN,Covington,CVN,CVN,dwaynekoroma_01,Dwayne,Koroma,16,1,,,9,5,4,0.8,0,0,,2,1,0.5,0,5,5,2,0,0,2,1
6/15/22,7:00 PM,1,EGN,CVN,Covington,CVN,CVN,tysongarff_01,Tyson,Garff,21,1,,,14,10,4,0.4,7,3,0.428571429,6,3,0.5,0,4,4,1,0,0,0,3
6/15/22,7:00 PM,1,EGN,CVN,Covington,CVN,CVN,bradysmith_01,Brady,Smith,23,1,,,6,6,2,0.333333333,2,0,0,2,2,1,2,2,4,0,0,0,2,3
6/15/22,7:00 PM,1,EGN,CVN,Covington,CVN,CVN,jaredgarcia_01,Jared,Garcia,25,1,,,9,11,3,0.272727273,2,0,0,5,3,0.6,1,3,4,0,0,2,1,4
6/15/22,7:00 PM,1,EGN,CVN,Covington,CVN,CVN,andremulibea_01,Andre,Mulibea,34,1,,,17,17,7,0.411764706,13,3,0.230769231,0,0,,4,5,9,4,2,0,2,0
6/15/22,7:00 PM,1,EGN,CVN,Covington,CVN,CVN,,,,Total:,,,,99,94,36,0.382978723,45,12,0.266666667,23,15,0.652173913,17,41,58,22,7,4,14,18
6/15/22,8:30 PM,2,DDM,BUL,Drisdom,DDM,BUL,zeusmartinez_01,Zeus,Martinez,1,1,,,10,9,4,0.444444444,6,2,0.333333333,0,0,,3,4,7,1,1,1,1,5
6/15/22,8:30 PM,2,DDM,BUL,Drisdom,DDM,BUL,tresmith_01,Tre,Smith,3,1,,,12,10,4,0.4,8,4,0.5,0,0,,0,3,3,10,0,1,3,5
6/15/22,8:30 PM,2,DDM,BUL,Drisdom,DDM,BUL,vaiharris_01,Vai,Harris,4,1,,,6,6,2,0.333333333,2,0,0,2,2,1,1,1,2,3,0,0,1,1
6/15/22,8:30 PM,2,DDM,BUL,Drisdom,DDM,BUL,aubreyhodges_01,Aubrey,Hodges,5,1,,,15,14,6,0.428571429,8,3,0.375,0,0,,1,5,6,1,1,0,1,3
6/15/22,8:30 PM,2,DDM,BUL,Drisdom,DDM,BUL,brekottchapman_01,Brekott,Chapman,6,1,,,24,15,6,0.4,7,3,0.428571429,12,9,0.75,1,10,11,3,2,0,2,3
6/15/22,8:30 PM,2,DDM,BUL,Drisdom,DDM,BUL,dwaynebrown_01,Dwayne,Brown,8,1,,,30,20,10,0.5,10,4,0.4,6,6,1,4,5,9,2,2,2,0,2
6/15/22,8:30 PM,2,DDM,BUL,Drisdom,DDM,BUL,timdrisdom_01,Tim,Drisdom,11,1,,,3,7,1,0.142857143,6,1,0.166666667,0,0,,1,2,3,3,2,1,0,2
6/15/22,8:30 PM,2,DDM,BUL,Drisdom,DDM,BUL,shaungreen_01,Shaun,Green,13,1,,,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0
6/15/22,8:30 PM,2,DDM,BUL,Drisdom,DDM,BUL,,,,Total:,,,,100,82,33,0.402439024,48,17,0.354166667,20,17,0.85,11,30,41,23,8,5,8,21
6/15/22,8:30 PM,2,DDM,BUL,Bullock,BUL,BUL,tyusjefferson_01,Tyus,Jefferson,3,1,,,20,17,9,0.529411765,3,0,0,4,2,0.5,0,3,3,5,2,0,3,0
6/15/22,8:30 PM,2,DDM,BUL,Bullock,BUL,BUL,ducezaid_01,Duce,Zaid,5,1,,,2,3,1,0.333333333,1,0,0,0,0,,0,3,3,0,0,0,3,4
6/15/22,8:30 PM,2,DDM,BUL,Bullock,BUL,BUL,charlesnann_01,Charles,Nann,7,1,,,6,3,1,0.333333333,1,0,0,4,4,1,2,1,3,0,1,0,0,0
6/15/22,8:30 PM,2,DDM,BUL,Bullock,BUL,BUL,kentrellbarkley_01,Kentrell,Barkley,12,1,,,35,25,14,0.56,7,2,0.285714286,6,5,0.833333333,4,8,12,7,0,1,4,1
6/15/22,8:30 PM,2,DDM,BUL,Bullock,BUL,BUL,kyndaylhill_01,Kyndayl,Hill,15,1,,,9,6,3,0.5,3,2,0.666666667,2,1,0.5,1,6,7,1,0,1,1,3
6/15/22,8:30 PM,2,DDM,BUL,Bullock,BUL,BUL,coltonburgon_01,Colton,Burgon,20,1,,,2,4,1,0.25,0,0,,0,0,,4,5,9,0,0,0,0,4
6/15/22,8:30 PM,2,DDM,BUL,Bullock,BUL,BUL,thomasbullock_01,Thomas,Bullock,22,1,,,14,12,6,0.5,4,2,0.5,0,0,,0,6,6,5,1,0,3,4
6/15/22,8:30 PM,2,DDM,BUL,Bullock,BUL,BUL,tylerburgess_01,Tyler,Burgess,23,1,,,6,4,2,0.5,2,1,0.5,2,1,0.5,0,3,3,2,0,0,1,2
6/15/22,8:30 PM,2,DDM,BUL,Bullock,BUL,BUL,brendenmorris_01,Brenden,Morris,23,1,,,17,12,6,0.5,3,1,0.333333333,4,4,1,4,4,8,3,2,3,1,4
6/15/22,8:30 PM,2,DDM,BUL,Bullock,BUL,BUL,,,,Total:,,,,111,86,43,0.5,24,8,0.333333333,22,17,0.772727273,15,39,54,23,6,5,16,22
6/17/22,7:00 PM,3,ERK,JYC,Erickson,ERK,JYC,huntererickson_01,Hunter,Erickson,0,1,,,16,16,7,0.4375,5,1,0.2,3,1,0.333333333,2,4,6,5,0,0,2,4
6/17/22,7:00 PM,3,ERK,JYC,Erickson,ERK,JYC,pukanacua_01,Puka,Nacua,1,1,,,3,2,1,0.5,2,1,0.5,0,0,,0,1,1,1,1,0,0,0
6/17/22,7:00 PM,3,ERK,JYC,Erickson,ERK,JYC,jeremydowdell_01,Jeremy,Dowdell,3,1,,,26,18,11,0.611111111,7,3,0.428571429,2,1,0.5,0,4,4,4,1,0,1,0
6/17/22,7:00 PM,3,ERK,JYC,Erickson,ERK,JYC,daltonnixon_01,Dalton,Nixon,4,1,,,12,13,5,0.384615385,7,2,0.285714286,0,0,,0,4,4,3,6,2,0,4
6/17/22,7:00 PM,3,ERK,JYC,Erickson,ERK,JYC,lewisjohnson_01,Lewis,Johnson,10,1,,,3,7,1,0.142857143,4,1,0.25,0,0,,6,1,7,0,0,1,2,0
6/17/22,7:00 PM,3,ERK,JYC,Erickson,ERK,JYC,taylormiller_01,Taylor,Miller,20,1,,,14,18,5,0.277777778,9,4,0.444444444,0,0,,3,6,9,8,1,0,5,1
6/17/22,7:00 PM,3,ERK,JYC,Erickson,ERK,JYC,brockanderson_01,Brock,Anderson,30,1,,,2,6,1,0.166666667,2,0,0,0,0,,1,2,3,1,0,0,1,2
6/17/22,7:00 PM,3,ERK,JYC,Erickson,ERK,JYC,dayongoodman_01,Dayon,Goodman,35,1,,,17,8,5,0.625,5,3,0.6,4,4,1,0,4,4,0,2,2,0,4
6/17/22,7:00 PM,3,ERK,JYC,Erickson,ERK,JYC,mckayjohnson_01,Mckay,Johnson,45,1,,,0,2,0,0,0,0,,0,0,,0,2,2,3,0,0,0,1
6/17/22,7:00 PM,3,ERK,JYC,Erickson,ERK,JYC,,,,Total:,,,,93,90,36,0.4,41,15,0.365853659,9,6,0.666666667,12,28,40,25,11,5,11,16
6/17/22,7:00 PM,3,ERK,JYC,Joyce,JYC,JYC,neemanamdar_01,Neema,Namdar,0,1,,,4,10,2,0.2,5,0,0,1,0,0,0,2,2,9,0,0,1,2
6/17/22,7:00 PM,3,ERK,JYC,Joyce,JYC,JYC,samvelez_01,Sam,Velez,1,1,,,2,1,1,1,0,0,,0,0,,0,3,3,1,0,0,2,3
6/17/22,7:00 PM,3,ERK,JYC,Joyce,JYC,JYC,blazenield_01,Blaze,Nield,3,1,,,19,15,9,0.6,5,1,0.2,0,0,,0,8,8,9,4,0,1,0
6/17/22,7:00 PM,3,ERK,JYC,Joyce,JYC,JYC,geraddavis_01,Gerad,Davis,6,1,,,6,12,3,0.25,3,0,0,0,0,,1,4,5,2,1,2,0,4
6/17/22,7:00 PM,3,ERK,JYC,Joyce,JYC,JYC,connorharding_01,Connor,Harding,11,1,,,27,14,10,0.714285714,6,3,0.5,7,4,0.571428571,3,6,9,3,2,0,2,0
6/17/22,7:00 PM,3,ERK,JYC,Joyce,JYC,JYC,willjoyce_01,Will,Joyce,20,1,,,0,2,0,0,0,0,,0,0,,2,1,3,0,0,0,3,0
6/17/22,7:00 PM,3,ERK,JYC,Joyce,JYC,JYC,yoelichilds_01,Yoeli,Childs,23,1,,,29,21,11,0.523809524,12,5,0.416666667,4,2,0.5,1,11,12,2,0,2,5,2
6/17/22,7:00 PM,3,ERK,JYC,Joyce,JYC,JYC,barzinboban_01,Barzin,Boban,25,1,,,0,2,0,0,0,0,,2,0,0,3,1,4,1,0,0,1,0
6/17/22,7:00 PM,3,ERK,JYC,Joyce,JYC,JYC,nicpaulos_01,Nic,Paulos,31,1,,,8,8,3,0.375,7,2,0.285714286,0,0,,0,4,4,1,0,0,1,0
6/17/22,7:00 PM,3,ERK,JYC,Joyce,JYC,JYC,,,,Total:,,,,95,85,39,0.458823529,38,11,0.289473684,14,6,0.428571429,10,40,50,24,7,4,16,11
6/17/22,8:30 PM,4,BGR,STN,Berger,BGR,BGR,brandonsly_01,Brandon,Sly,2,1,,29.4,23,20,10,0.5,5,2,0.4,1,1,1,2,4,6,8,1,0,3,0
6/17/22,8:30 PM,4,BGR,STN,Berger,BGR,BGR,vikonoma'aea_01,Viko,Noma'aea,6,1,,27,8,8,3,0.375,7,2,0.285714286,0,0,,0,0,0,4,1,0,0,1
6/17/22,8:30 PM,4,BGR,STN,Berger,BGR,BGR,parkervan dyke_01,Parker,Van Dyke,7,1,,32.6,44,29,18,0.620689655,13,7,0.538461538,2,1,0.5,0,6,6,5,1,0,3,0
6/17/22,8:30 PM,4,BGR,STN,Berger,BGR,BGR,dannyberger_01,Danny,Berger,12,1,,31.6,13,8,5,0.625,5,3,0.6,0,0,,0,9,9,6,0,0,2,3
6/17/22,8:30 PM,4,BGR,STN,Berger,BGR,BGR,peterbrown_01,Peter,Brown,33,1,,20.6,7,5,3,0.6,0,0,,1,1,1,2,2,4,5,2,0,0,2
6/17/22,8:30 PM,4,BGR,STN,Berger,BGR,BGR,seanharris_01,Sean,Harris,60,1,,27.4,9,9,4,0.444444444,3,0,0,2,1,0.5,5,8,13,8,2,1,0,2
6/17/22,8:30 PM,4,BGR,STN,Berger,BGR,BGR,zacseljaas_01,Zac,Seljaas,99,1,,31.4,28,20,10,0.5,12,3,0.25,6,5,0.833333333,2,10,12,1,1,0,3,4
6/17/22,8:30 PM,4,BGR,STN,Berger,BGR,BGR,,,,Total:,,,200,132,99,53,0.535353535,45,17,0.377777778,12,9,0.75,11,39,50,37,8,1,11,12
6/17/22,8:30 PM,4,BGR,STN,Stan,STN,BGR,toneanderson_01,Tone,Anderson,0,1,,24.6,7,10,3,0.3,4,1,0.25,0,0,,0,1,1,3,1,0,0,1
6/17/22,8:30 PM,4,BGR,STN,Stan,STN,BGR,brendanbailey_01,Brendan,Bailey,1,1,,26.8,18,16,8,0.5,7,2,0.285714286,0,0,,1,8,9,1,0,1,2,1
6/17/22,8:30 PM,4,BGR,STN,Stan,STN,BGR,justinharmon_01,Justin,Harmon,1,1,,13.7,13,8,5,0.625,5,2,0.4,2,1,0.5,2,2,4,0,0,0,0,0
6/17/22,8:30 PM,4,BGR,STN,Stan,STN,BGR,elidavy_01,Eli,Davy,2,1,,26.3,8,12,4,0.333333333,0,0,,0,0,,2,4,6,5,1,0,2,1
6/17/22,8:30 PM,4,BGR,STN,Stan,STN,BGR,quaefurlow_01,Quae,Furlow,3,1,,15.4,6,7,3,0.428571429,2,0,0,2,0,0,2,1,3,1,0,1,0,1
6/17/22,8:30 PM,4,BGR,STN,Stan,STN,BGR,zahirporter_01,Zahir,Porter,5,1,,22.7,15,13,6,0.461538462,6,1,0.166666667,3,2,0.666666667,1,3,4,2,2,0,2,3
6/17/22,8:30 PM,4,BGR,STN,Stan,STN,BGR,anthonycox_01,Anthony,Cox,11,1,,17.3,10,6,4,0.666666667,3,2,0.666666667,0,0,,0,2,2,2,0,0,0,1
6/17/22,8:30 PM,4,BGR,STN,Stan,STN,BGR,ibegerlach_01,Ibe,Gerlach,20,1,,13.7,11,5,4,0.8,3,3,1,0,0,,0,3,3,3,0,0,0,3
6/17/22,8:30 PM,4,BGR,STN,Stan,STN,BGR,xaviersneed_01,Xavier,Sneed,20,1,,22.2,10,12,3,0.25,9,2,0.222222222,5,2,0.4,0,4,4,2,0,0,1,0
6/17/22,8:30 PM,4,BGR,STN,Stan,STN,BGR,ronaldleach_01,Ronald,Leach,32,1,,17.3,6,4,3,0.75,0,0,,2,0,0,0,4,4,0,0,1,0,0
6/17/22,8:30 PM,4,BGR,STN,Stan,STN,BGR,,,,Total:,,,200,104,93,43,0.462365591,39,13,0.333333333,14,5,0.357142857,8,32,40,19,4,3,7,11
6/22/22,7:00 PM,5,BGR,ERK,Berger,BGR,BGR,vikonoma'aea_01,Viko,Noma'aea,1,2,,,5,6,2,0.333333333,4,1,0.25,0,0,,1,0,1,0,0,0,1,0
6/22/22,7:00 PM,5,BGR,ERK,Berger,BGR,BGR,brandonsly_01,Brandon,Sly,2,2,,,14,13,6,0.461538462,2,1,0.5,2,1,0.5,1,9,10,6,2,0,2,3
6/22/22,7:00 PM,5,BGR,ERK,Berger,BGR,BGR,parkervan dyke_01,Parker,Van Dyke,7,2,,,32,27,11,0.407407407,9,5,0.555555556,6,5,0.833333333,2,5,7,5,0,0,4,1
6/22/22,7:00 PM,5,BGR,ERK,Berger,BGR,BGR,dannyberger_01,Danny,Berger,12,2,,,3,8,1,0.125,5,1,0.2,0,0,,1,3,4,2,0,0,3,1
6/22/22,7:00 PM,5,BGR,ERK,Berger,BGR,BGR,zavonjackson_01,Zavon,Jackson,24,1,,,16,9,6,0.666666667,1,0,0,5,4,0.8,3,7,10,5,1,1,1,4
6/22/22,7:00 PM,5,BGR,ERK,Berger,BGR,BGR,peterbrown_01,Peter,Brown,33,2,,,4,4,2,0.5,1,0,0,0,0,,0,2,2,4,2,0,0,0
6/22/22,7:00 PM,5,BGR,ERK,Berger,BGR,BGR,seanharris_01,Sean,Harris,60,2,,,4,7,2,0.285714286,0,0,,0,0,,4,6,10,3,2,3,1,1
6/22/22,7:00 PM,5,BGR,ERK,Berger,BGR,BGR,zacseljaas_01,Zac,Seljaas,99,2,,,39,28,16,0.571428571,11,4,0.363636364,5,3,0.6,3,5,8,1,0,1,3,2
6/22/22,7:00 PM,5,BGR,ERK,Berger,BGR,BGR,,,,Total:,,,,117,102,46,0.450980392,33,12,0.363636364,18,13,0.722222222,15,37,52,26,7,5,15,12
6/22/22,7:00 PM,5,BGR,ERK,Erickson,ERK,BGR,huntererickson_01,Hunter,Erickson,0,2,,,32,24,12,0.5,9,4,0.444444444,7,4,0.571428571,3,9,12,9,0,0,3,0
6/22/22,7:00 PM,5,BGR,ERK,Erickson,ERK,BGR,treystewart_01,Trey,Stewart,1,1,,,20,21,8,0.380952381,10,3,0.3,2,1,0.5,4,4,8,2,2,0,1,3
6/22/22,7:00 PM,5,BGR,ERK,Erickson,ERK,BGR,alrekgreenhalgh_01,Alrek,Greenhalgh,3,1,,,6,6,3,0.5,1,0,0,0,0,,1,2,3,0,1,0,3,1
6/22/22,7:00 PM,5,BGR,ERK,Erickson,ERK,BGR,daltonnixon_01,Dalton,Nixon,4,2,,,9,13,4,0.307692308,9,1,0.111111111,0,0,,0,8,8,4,3,2,1,4
6/22/22,7:00 PM,5,BGR,ERK,Erickson,ERK,BGR,lewisjohnson_01,Lewis,Johnson,10,2,,,28,18,10,0.555555556,11,5,0.454545455,3,3,1,2,0,2,0,1,0,1,1
6/22/22,7:00 PM,5,BGR,ERK,Erickson,ERK,BGR,taylormiller_01,Taylor,Miller,20,2,,,15,17,5,0.294117647,6,1,0.166666667,5,4,0.8,0,5,5,6,2,0,3,2
6/22/22,7:00 PM,5,BGR,ERK,Erickson,ERK,BGR,brockanderson_01,Brock,Anderson,30,2,,,2,4,1,0.25,1,0,0,2,0,0,0,5,5,1,1,0,2,5
6/22/22,7:00 PM,5,BGR,ERK,Erickson,ERK,BGR,,,,Total:,,,,112,103,43,0.417475728,47,14,0.29787234,19,12,0.631578947,10,33,43,22,10,2,14,16
6/22/22,8:30 PM,6,DDM,JYC,Drisdom,DDM,JYC,zeusmartinez_01,Zeus,Martinez,1,2,,,10,9,5,0.555555556,1,0,0,1,0,0,1,6,7,2,0,0,0,1
6/22/22,8:30 PM,6,DDM,JYC,Drisdom,DDM,JYC,tresmith_01,Tre,Smith,3,2,,,0,3,0,0,3,0,0,0,0,,0,3,3,2,0,0,0,0
6/22/22,8:30 PM,6,DDM,JYC,Drisdom,DDM,JYC,vaiharris_01,Vai,Harris,4,2,,,8,7,3,0.428571429,4,2,0.5,0,0,,0,4,4,3,0,0,0,3
6/22/22,8:30 PM,6,DDM,JYC,Drisdom,DDM,JYC,aubreyhodges_01,Aubrey,Hodges,5,2,,,6,10,3,0.3,5,0,0,0,0,,0,0,0,0,0,0,2,1
6/22/22,8:30 PM,6,DDM,JYC,Drisdom,DDM,JYC,corbingreen_01,Corbin,Green,7,1,,,10,13,2,0.153846154,9,1,0.111111111,5,5,1,0,5,5,1,2,0,2,3
6/22/22,8:30 PM,6,DDM,JYC,Drisdom,DDM,JYC,dwaynebrown_01,Dwayne,Brown,8,2,,,27,26,11,0.423076923,8,1,0.125,5,4,0.8,1,5,6,4,1,1,4,1
6/22/22,8:30 PM,6,DDM,JYC,Drisdom,DDM,JYC,timdrisdom_01,Tim,Drisdom,11,2,,,12,12,5,0.416666667,8,2,0.25,0,0,,1,1,2,4,0,0,3,3
6/22/22,8:30 PM,6,DDM,JYC,Drisdom,DDM,JYC,bryantmarkson_01,Bryant,Markson,20,1,,,7,8,3,0.375,1,1,1,2,0,0,3,2,5,1,2,2,0,2
6/22/22,8:30 PM,6,DDM,JYC,Drisdom,DDM,JYC,,,,Total:,,,,80,90,32,0.355555556,41,7,0.170731707,13,9,0.692307692,6,26,32,17,5,3,11,14
6/22/22,8:30 PM,6,DDM,JYC,Joyce,JYC,JYC,neemanamdar_01,Neema,Namdar,0,2,,,11,7,4,0.571428571,6,3,0.5,0,0,,0,5,5,12,1,0,2,0
6/22/22,8:30 PM,6,DDM,JYC,Joyce,JYC,JYC,samvelez_01,Sam,Velez,1,2,,,0,0,0,,0,0,,0,0,,2,5,7,1,0,0,0,3
6/22/22,8:30 PM,6,DDM,JYC,Joyce,JYC,JYC,blazenield_01,Blaze,Nield,3,2,,,25,18,8,0.444444444,3,2,0.666666667,8,7,0.875,2,8,10,8,2,0,4,1
6/22/22,8:30 PM,6,DDM,JYC,Joyce,JYC,JYC,connorharding_01,Connor,Harding,11,2,,,20,14,8,0.571428571,7,3,0.428571429,2,1,0.5,1,5,6,0,1,1,1,1
6/22/22,8:30 PM,6,DDM,JYC,Joyce,JYC,JYC,treyfarrer_01,Trey,Farrer,21,1,,,16,12,5,0.416666667,3,2,0.666666667,4,4,1,1,4,5,1,1,1,2,0
6/22/22,8:30 PM,6,DDM,JYC,Joyce,JYC,JYC,yoelichilds_01,Yoeli,Childs,23,2,,,11,10,5,0.5,3,1,0.333333333,0,0,,3,2,5,3,0,0,0,0
6/22/22,8:30 PM,6,DDM,JYC,Joyce,JYC,JYC,evantroy_01,Evan,Troy,24,1,,,0,7,0,0,5,0,0,0,0,,0,6,6,1,0,1,1,1
6/22/22,8:30 PM,6,DDM,JYC,Joyce,JYC,JYC,bartzinboban_01,Bartzin,Boban,25,1,,,7,3,3,1,1,1,1,0,0,,0,4,4,0,0,2,0,0
6/22/22,8:30 PM,6,DDM,JYC,Joyce,JYC,JYC,nicpaulos_01,Nic,Paulos,31,2,,,8,6,3,0.5,5,2,0.4,0,0,,0,1,1,0,2,0,2,1
